year,entrantId,constructorId,driverID,tookPart,testDriver
1950,horschell-racing-corporation,cooper,harry-schell,true,false
1950,howard-keck,deidt,mauri-rose,true,false
1950,indianapolis-race-cars,maserati,fred-agabashian,true,false
1950,indianapolis-race-cars,maserati,henry-banks,true,false
1950,jack-hinkle,kurtis-kraft,jack-mcgrath,true,false
1950,jc-agajanian,kurtis-kraft,walt-faulkner,true,false
1950,joe-fry,maserati,brian-shawe-taylor,true,false
1950,joe-fry,maserati,joe-fry,true,false
1950,joe-kelly,alta,joe-kelly,true,false
1950,kurtis-kraft-inc,kurtis-kraft,fred-agabashian,true,false
1950,kurtis-kraft-inc,kurtis-kraft,johnnie-parsons,true,false
1950,ludson-morris,kurtis-kraft,jerry-hoyt,true,false
1950,m-pete-wales,kurtis-kraft,johnny-mcdowell,true,false
1950,ma-walker,kurtis-kraft,cecil-green,true,false
1950,milt-marton,kurtis-kraft,sam-hanks,true,false
1950,murrell-belanger,stevens,duane-carter,true,false
1950,norm-olson,olson,jackie-holmes,true,false
1950,officine-alfieri-maserati,maserati,louis-chiron,true,false
1950,officine-alfieri-maserati,maserati,franco-rol,true,false
1950,pat-clancy,ewing,jimmy-davies,true,false
1950,paul-pietsch,maserati,paul-pietsch,true,false
1950,paul-russo-ray-nichels,nichels,paul-russo,true,false
1950,peter-walker,era,peter-walker,true,false
1950,peter-walker,era,tony-rolt,true,false
1950,peter-whitehead,ferrari,peter-whitehead,true,false
1950,philippe-etancelin,talbot-lago,philippe-etancelin,true,false
1950,philippe-etancelin,talbot-lago,eugene-chaboud,true,false
1950,pierre-levegh,talbot-lago,pierre-levegh,true,false
1950,pioneer-auto-repair,wetteroth,jim-rathmann,true,false
1950,raymond-sommer,talbot-lago,raymond-sommer,true,false
1950,richard-palmer,adams,bayliss-levrett,true,false
1950,richard-palmer,adams,bill-cantrell,true,false
1950,sampson-manufacturing,rae,walt-ader,true,false
1950,scuderia-achille-varzi,maserati,alfredo-pian,true,false
1950,scuderia-achille-varzi,maserati,jose-froilan-gonzalez,true,false
1950,scuderia-achille-varzi,maserati,nello-pagani,true,false
1950,scuderia-achille-varzi,maserati,toni-branca,true,false
1950,scuderia-ambrosiana,maserati,david-hampshire,true,false
1950,scuderia-ambrosiana,maserati,david-murray,true,false
1950,scuderia-ambrosiana,maserati,reg-parnell,true,false
1950,scuderia-ferrari,ferrari,alberto-ascari,true,false
1950,scuderia-ferrari,ferrari,luigi-villoresi,true,false
1950,scuderia-ferrari,ferrari,raymond-sommer,true,false
1950,scuderia-ferrari,ferrari,dorino-serafini,true,false
1950,scuderia-milano,maserati,felice-bonetto,true,false
1950,scuderia-milano,maserati,felice-bonetto,true,false
1950,scuderia-milano,maserati,franco-comotti,true,false
1950,taso-mathieson,era,leslie-johnson,true,false
1950,troy-oil,langley,gene-hartley,true,false
1950,verlin-brown,kurtis-kraft,duke-dinsmore,true,false
1951,alfa-romeo-spa,alfa-romeo,consalvo-sanesi,true,false
1951,alfa-romeo-spa,alfa-romeo,emmanuel-de-graffenried,true,false
1951,alfa-romeo-spa,alfa-romeo,juan-manuel-fangio,true,false
1951,alfa-romeo-spa,alfa-romeo,nino-farina,true,false
1951,alfa-romeo-spa,alfa-romeo,luigi-fagioli,true,false
1951,alfa-romeo-spa,alfa-romeo,felice-bonetto,true,false
1951,alfa-romeo-spa,alfa-romeo,paul-pietsch,true,false
1951,andy-granatelli,kurtis-kraft,fred-agabashian,true,false
1951,antonio-branca,maserati,toni-branca,true,false
1951,bardahl,marchese,chuck-stevenson,true,false
1951,blakely,schroeder,bobby-ball,true,false
1951,blue-crown-spark-plug,lesovsky,george-connor,true,false
1951,blue-crown-spark-plug,moore,henry-banks,true,false
1951,bob-estes,watson,joe-james,true,false
1951,bob-gerard,era,bob-gerard,true,false
1951,brian-shawe-taylor,era,brian-shawe-taylor,true,false
1951,brm-ltd,brm,peter-walker,true,false
1951,brm-ltd,brm,reg-parnell,true,false
1951,brm-ltd,brm,hans-stuck,true,false
1951,brm-ltd,brm,ken-richardson,true,false
1951,central-excavating,trevis,bill-vukovich,true,false
1951,dan-levine,kurtis-kraft,walt-brown,true,false
1951,deck-manufacturing,bromme,rodger-ward,true,false
1951,duncan-hamilton,talbot-lago,duncan-hamilton,true,false
1951,ecurie-belge,talbot-lago,johnny-claes,true,false
1951,ecurie-belgique,talbot-lago,andre-pilette,true,false
1951,ecurie-belgique,talbot-lago,jacques-swaters,true,false
1951,ecurie-espadon,ferrari,rudi-fischer,true,false
1951,ecurie-rosier,talbot-lago,henri-louveau,true,false
1951,ecurie-rosier,talbot-lago,louis-rosier,true,false
1951,ecurie-rosier,talbot-lago,louis-chiron,true,false
1951,ed-walsh,kurtis-kraft,johnnie-parsons,true,false
1951,enrico-plate,maserati,harry-schell,true,false
1951,enrico-plate,maserati,louis-chiron,true,false
1951,enrico-plate,maserati,emmanuel-de-graffenried,true,false
1951,enrico-plate,maserati,paul-pietsch,true,false
1951,equipe-gordini,simca-gordini,aldo-gordini,true,false
1951,equipe-gordini,simca-gordini,andre-simon,true,false
1951,equipe-gordini,simca-gordini,maurice-trintignant,true,false
1951,equipe-gordini,simca-gordini,robert-manzon,true,false
1951,eugene-casaroll,kurtis-kraft,carl-forberg,true,false
1951,eugene-chaboud,talbot-lago,eugene-chaboud,true,false
1951,francisco-landi,ferrari,chico-landi,true,false
1951,ga-vandervell,ferrari,reg-parnell,true,false
1951,ga-vandervell,ferrari,peter-whitehead,true,false
1951,george-leitenberger,sherman,andy-linden,true,false
1951,georges-grignard,talbot-lago,georges-grignard,true,false
1951,graham-whitehead,ferrari,peter-whitehead,true,false
1951,grant-piston-ring,kuzma,walt-faulkner,true,false
1951,ha-chapman,kurtis-kraft,bill-schindler,true,false
1951,howard-keck,deidt,mauri-rose,true,false
1951,hw-motors,hwm,george-abecassis,true,false
1951,hw-motors,hwm,stirling-moss,true,false
1951,jack-hinkle,kurtis-kraft,jack-mcgrath,true,false
1951,jack-hinkle,kurtis-kraft,manny-ayulo,true,false
1951,jc-agajanian,kurtis-kraft,troy-ruttman,true,false
1951,jim-robbins,kurtis-kraft,mike-nazaruk,true,false
1951,joe-kelly,alta,joe-kelly,true,false
1951,john-james,maserati,john-james,true,false
1951,jose-froilan-gonzalez,talbot-lago,jose-froilan-gonzalez,true,false
1951,karl-hall,hall,bill-mackey,true,false
1951,lee-elkins,kurtis-kraft,carl-scarborough,true,false
1951,lewis-welch,kurtis-kraft,chet-miller,true,false
1951,lewis-welch,kurtis-kraft,duke-nalon,true,false
1951,ludson-morris,kurtis-kraft,cliff-griffith,true,false
1951,ma-walker,kurtis-kraft,cecil-green,true,false
1951,murrell-belanger,kurtis-kraft,lee-wallard,true,false
1951,osca-automobili,osca,franco-rol,true,false
1951,parks-offenhauser,pawl,jimmy-davies,true,false
1951,peter-hirt,veritas,peter-hirt,true,false
1951,peter-schmidt,kurtis-kraft,sam-hanks,true,false
1951,peter-whitehead,ferrari,peter-whitehead,true,false
1951,philip-fotheringham-parker,maserati,philip-fotheringham-parker,true,false
1951,philippe-etancelin,talbot-lago,philippe-etancelin,true,false
1951,pierre-levegh,talbot-lago,pierre-levegh,true,false
1951,prince-bira,maserati,birabongse-bhanudej,true,false
1951,scuderia-ambrosiana,maserati,david-murray,true,false
1951,scuderia-ferrari,ferrari,alberto-ascari,true,false
1951,scuderia-ferrari,ferrari,luigi-villoresi,true,false
1951,scuderia-ferrari,ferrari,piero-taruffi,true,false
1951,scuderia-ferrari,ferrari,jose-froilan-gonzalez,true,false
1951,scuderia-milano,maserati,onofre-marimon,true,false
1951,scuderia-milano,maserati,juan-jover,true,false
1951,scuderia-milano,maserati,paco-godia,true,false
1951,tuffanelli-derrico,deidt,mack-hellings,true,false
1951,verlin-brown,kurtis-kraft,gene-force,true,false
1951,verlin-brown,schroeder,duke-dinsmore,true,false
1951,w-j,maserati,johnny-mcdowell,true,false
1951,william-ansted,deidt,duane-carter,true,false
1951,william-ansted,deidt,tony-bettenhausen,true,false
1951,yves-giraud-cabantous,talbot-lago,guy-mairesse,true,false
1951,yves-giraud-cabantous,talbot-lago,yves-giraud-cabantous,true,false
1952,adolf-brudes,veritas,adolf-brudes,true,false
1952,afm,afm,hans-stuck,true,false
1952,ahm-bryde,cooper,mike-hawthorn,true,false
1952,ahm-bryde,cooper,reg-parnell,true,false
1952,alfred-dattner,simca-gordini,max-de-terra,true,false
1952,andy-granatelli,bromme,spider-webb,true,false
1952,andy-granatelli,kurtis-kraft,jim-rathmann,true,false
1952,arthur-legat,veritas,arthur-legat,true,false
1952,belanger-motors,lesovsky,duane-carter,true,false
1952,bernhard-nacke,nacke,karl-gunther-bechem,true,false
1952,bessie-lee-paoli,kurtis-kraft,chuck-stevenson,true,false
1952,blue-crown-spark-plug,deidt,tony-bettenhausen,true,false
1952,blue-crown-spark-plug,lesovsky,henry-banks,true,false
1952,bob-estes,watson,jim-rigsby,true,false
1952,central-excavating,trevis,eddie-johnson,true,false
1952,coast-grain,lesovsky,manny-ayulo,true,false
1952,connaught-engineering,connaught,eric-thompson,true,false
1952,connaught-engineering,connaught,dennis-poore,true,false
1952,connaught-engineering,connaught,ken-downing,true,false
1952,connaught-engineering,connaught,kenneth-mcalpine,true,false
1952,connaught-engineering,connaught,stirling-moss,true,false
1952,cummins-diesel,kurtis-kraft,fred-agabashian,true,false
1952,ecurie-belge,simca-gordini,johnny-claes,true,false
1952,ecurie-belge,simca-gordini,paul-frere,true,false
1952,ecurie-ecosse,cooper,david-murray,true,false
1952,ecurie-espadon,ferrari,peter-hirt,true,false
1952,ecurie-espadon,ferrari,rudi-fischer,true,false
1952,ecurie-espadon,ferrari,rudolf-schoeller,true,false
1952,ecurie-espadon,ferrari,hans-stuck,true,false
1952,ecurie-francorchamps,ferrari,charles-de-tornaco,true,false
1952,ecurie-francorchamps,ferrari,roger-laurent,true,false
1952,ecurie-richmond,cooper,alan-brown,true,false
1952,ecurie-richmond,cooper,eric-brandon,true,false
1952,ecurie-rosier,ferrari,louis-rosier,true,false
1952,ecurie-rosier,ferrari,maurice-trintignant,true,false
1952,ed-walsh,kurtis-kraft,joe-james,true,false
1952,ed-walsh,kurtis-kraft,sam-hanks,true,false
1952,elie-bayol,osca,elie-bayol,true,false
1952,english-racing-automobiles-ltd,era,stirling-moss,true,false
1952,enrico-plate,maserati,emmanuel-de-graffenried,true,false
1952,enrico-plate,maserati,harry-schell,true,false
1952,enrico-plate,maserati,alberto-crespo,true,false
1952,equipe-gordini,gordini,birabongse-bhanudej,true,false
1952,equipe-gordini,gordini,jean-behra,true,false
1952,equipe-gordini,gordini,robert-manzon,true,false
1952,equipe-gordini,gordini,johnny-claes,true,false
1952,equipe-gordini,gordini,maurice-trintignant,true,false
1952,ernst-klodwig,heck,ernst-klodwig,true,false
1952,escuderia-bandeirantes,maserati,philippe-etancelin,true,false
1952,escuderia-bandeirantes,maserati,eitel-cantoni,true,false
1952,escuderia-bandeirantes,maserati,gino-bianco,true,false
1952,escuderia-bandeirantes,maserati,chico-landi,true,false
1952,escuderia-bandeirantes,maserati,jan-flinterman,true,false
1952,federal-auto-associates,kurtis-kraft,george-connor,true,false
1952,federal-auto-associates,kurtis-kraft,rodger-ward,true,false
1952,fritz-riess,veritas,fritz-riess,true,false
1952,g-caprara,ferrari,roy-salvadori,true,false
1952,george-leitenberger,sherman,george-fonder,true,false
1952,ha-chapman,stevens,bill-schindler,true,false
1952,hans-klenk,veritas,hans-klenk,true,false
1952,hart-fullerton,kurtis-kraft,andy-linden,true,false
1952,helmut-niedermayr,afm,helmut-niedermayr,true,false
1952,howard-keck,kurtis-kraft,bill-vukovich,true,false
1952,hw-motors,hwm,george-abecassis,true,false
1952,hw-motors,hwm,lance-macklin,true,false
1952,hw-motors,hwm,peter-collins,true,false
1952,hw-motors,hwm,stirling-moss,true,false
1952,hw-motors,hwm,paul-frere,true,false
1952,hw-motors,hwm,roger-laurent,true,false
1952,hw-motors,hwm,yves-giraud-cabantous,true,false
1952,hw-motors,hwm,duncan-hamilton,true,false
1952,hw-motors,hwm,johnny-claes,true,false
1952,hw-motors,hwm,dries-van-der-lof,true,false
1952,jack-hinkle,kurtis-kraft,jack-mcgrath,true,false
1952,jc-agajanian,kuzma,troy-ruttman,true,false
1952,jim-robbins,kurtis-kraft,johnnie-parsons,true,false
1952,josef-peters,veritas,josef-peters,true,false
1952,ken-downing,connaught,ken-downing,true,false
1952,lee-elkins,kurtis-kraft,bob-sweikert,true,false
1952,leslie-d-hawthorn,cooper,mike-hawthorn,true,false
1952,lewis-welch,kurtis-kraft,chet-miller,true,false
1952,lewis-welch,kurtis-kraft,duke-nalon,true,false
1952,ludson-morris,kurtis-kraft,bob-scott,true,false
1952,ludwig-fischer,afm,ludwig-fischer,true,false
1952,ma-walker,kurtis-kraft,jimmy-reece,true,false
1952,marcel-balsa,balsa,marcel-balsa,true,false
1952,mel-wiggers,kurtis-kraft,gene-hartley,true,false
1952,motor-presse-verlag,veritas,paul-pietsch,true,false
1952,officine-alfieri-maserati,maserati,felice-bonetto,true,false
1952,officine-alfieri-maserati,maserati,franco-rol,true,false
1952,officine-alfieri-maserati,maserati,jose-froilan-gonzalez,true,false
1952,peter-schmidt,kurtis-kraft,jimmy-bryan,true,false
1952,peter-whitehead,alta,graham-whitehead,true,false
1952,peter-whitehead,alta,peter-whitehead,true,false
1952,peter-whitehead,ferrari,peter-whitehead,true,false
1952,piero-dusio,cisitalia,piero-dusio,true,false
1952,ray-t-brady,kurtis-kraft,art-cross,true,false
1952,robert-obrien,simca-gordini,robert-obrien,true,false
1952,robin-montgomerie-charrington,aston-butterworth,robin-montgomerie-charrington,true,false
1952,roger-wolcott,kurtis-kraft,johnny-mcdowell,true,false
1952,rudolf-krause,reif,rudolf-krause,true,false
1952,scuderia-ferrari,ferrari,andre-simon,true,false
1952,scuderia-ferrari,ferrari,nino-farina,true,false
1952,scuderia-ferrari,ferrari,piero-taruffi,true,false
1952,scuderia-ferrari,ferrari,alberto-ascari,true,false
1952,scuderia-ferrari,ferrari,luigi-villoresi,true,false
1952,scuderia-franera,frazer-nash,ken-wharton,true,false
1952,scuderia-franera,cooper,ken-wharton,true,false
1952,scuderia-marzotto,ferrari,franco-comotti,true,false
1952,scuderia-marzotto,ferrari,piero-carini,true,false
1952,theo-helfrich,veritas,theo-helfrich,true,false
1952,tom-sarafoff,kurtis-kraft,cliff-griffith,true,false
1952,toni-ulmen,veritas,toni-ulmen,true,false
1952,tony-crook,frazer-nash,tony-crook,true,false
1952,tony-gaze,hwm,tony-gaze,true,false
1952,vicomtesse-de-walckiers,simca-gordini,johnny-claes,true,false
1952,willi-heeks,afm,willi-heeks,true,false
1952,willi-krakau,afm,willi-krakau,true,false
1952,willi-krakau,krakau,harry-merkel,true,false
1952,william-ansted,stevens,bobby-ball,true,false
1952,ws-aston,aston-butterworth,bill-aston,true,false
1953,3-l-racing-team,kurtis-kraft,spider-webb,true,false
1953,ae-dean,kuzma,bob-sweikert,true,false
1953,arthur-legat,veritas,arthur-legat,true,false
1953,atlantic-stable,cooper,peter-whitehead,true,false
1953,bessie-lee-paoli,kurtis-kraft,art-cross,true,false
1953,bob-estes,watson,don-freeland,true,false
1953,bob-gerard,cooper,bob-gerard,true,false
1953,chapman-s-root,kurtis-kraft,jimmy-daywalt,true,false
1953,connaught-engineering,connaught,kenneth-mcalpine,true,false
1953,connaught-engineering,connaught,roy-salvadori,true,false
1953,connaught-engineering,connaught,stirling-moss,true,false
1953,connaught-engineering,connaught,birabongse-bhanudej,true,false
1953,connaught-engineering,connaught,jack-fairman,true,false
1953,cooper-car-company,cooper,adolfo-schwelm-cruz,true,false
1953,cooper-car-company,cooper,alan-brown,true,false
1953,cooper-car-company,cooper,john-barber,true,false
1953,cooper-car-company,cooper,stirling-moss,true,false
1953,dora-greifzu,greifzu,rudolf-krause,true,false
1953,dr-rn-sabourin,del-roy,johnny-thomson,true,false
1953,ecurie-belge,connaught,johnny-claes,true,false
1953,ecurie-belge,connaught,andre-pilette,true,false
1953,ecurie-ecosse,connaught,ian-stewart,true,false
1953,ecurie-ecosse,cooper,jimmy-stewart,true,false
1953,ecurie-espadon,ferrari,kurt-adolff,true,false
1953,ecurie-espadon,ferrari,max-de-terra,true,false
1953,ecurie-espadon,ferrari,peter-hirt,true,false
1953,ecurie-francorchamps,ferrari,charles-de-tornaco,true,false
1953,ecurie-francorchamps,ferrari,jacques-swaters,true,false
1953,ecurie-rosier,ferrari,louis-rosier,true,false
1953,ed-walsh,kurtis-kraft,duane-carter,true,false
1953,ed-walsh,kurtis-kraft,sam-hanks,true,false
1953,elie-bayol,osca,elie-bayol,true,false
1953,emmanuel-de-graffenried,maserati,emmanuel-de-graffenried,true,false
1953,enrico-plate,maserati,emmanuel-de-graffenried,true,false
1953,equipe-anglaise,cooper,alan-brown,true,false
1953,equipe-anglaise,cooper,helm-glockler,true,false
1953,equipe-gordini,gordini,carlos-menditeguy,true,false
1953,equipe-gordini,gordini,harry-schell,true,false
1953,equipe-gordini,gordini,jean-behra,true,false
1953,equipe-gordini,gordini,maurice-trintignant,true,false
1953,equipe-gordini,gordini,robert-manzon,true,false
1953,equipe-gordini,gordini,fred-wacker,true,false
1953,equipe-gordini,gordini,roberto-mieres,true,false
1953,equipe-gordini,simca-gordini,pablo-birger,true,false
1953,ernest-l-ruiz,kurtis-kraft,jim-rathmann,true,false
1953,ernst-klodwig,heck,ernst-klodwig,true,false
1953,ernst-loof,veritas,ernst-loof,true,false
1953,erwin-bauer,veritas,erwin-bauer,true,false
1953,escuderia-bandeirantes,maserati,chico-landi,true,false
1953,eugene-casaroll,kurtis-kraft,johnny-mantz,true,false
1953,eugene-casaroll,kurtis-kraft,walt-faulkner,true,false
1953,federal-auto-associates,kurtis-kraft,gene-hartley,true,false
1953,federal-auto-associates,kurtis-kraft,paul-russo,true,false
1953,franklin-merkler,kurtis-kraft,jackie-holmes,true,false
1953,georges-berger,simca-gordini,georges-berger,true,false
1953,grancor-auto-specialists,kurtis-kraft,fred-agabashian,true,false
1953,gunther-bechem,afm,karl-gunther-bechem,true,false
1953,ha-chapman,stevens,ernie-mccoy,true,false
1953,hans-herrmann,veritas,hans-herrmann,true,false
1953,hans-stuck,afm,hans-stuck,true,false
1953,hart-fullerton,kurtis-kraft,marshall-teague,true,false
1953,helmut-niedermayr,afm,theo-fitzau,true,false
1953,howard-keck,kurtis-kraft,bill-vukovich,true,false
1953,hw-motors,hwm,lance-macklin,true,false
1953,hw-motors,hwm,peter-collins,true,false
1953,hw-motors,hwm,paul-frere,true,false
1953,hw-motors,hwm,yves-giraud-cabantous,true,false
1953,hw-motors,hwm,duncan-hamilton,true,false
1953,hw-motors,hwm,jack-fairman,true,false
1953,hw-motors,hwm,albert-scherrer,true,false
1953,hw-motors,hwm,john-fitch,true,false
1953,jack-hinkle,kurtis-kraft,jack-mcgrath,true,false
1953,jc-agajanian,kuzma,chuck-stevenson,true,false
1953,jc-agajanian,kuzma,gene-hartley,true,false
1953,jc-agajanian,kuzma,tony-bettenhausen,true,false
1953,john-l-mcdaniel,schroeder,jimmy-bryan,true,false
1953,john-zink,kurtis-kraft,andy-linden,true,false
1953,john-zink,kurtis-kraft,jerry-hoyt,true,false
1953,js-belond,bromme,bob-scott,true,false
1953,js-belond,kurtis-kraft,johnnie-parsons,true,false
1953,ken-wharton,cooper,ken-wharton,true,false
1953,lee-elkins,kurtis-kraft,bob-scott,true,false
1953,lee-elkins,kurtis-kraft,carl-scarborough,true,false
1953,lee-elkins,turner,mike-nazaruk,true,false
1953,lewis-welch,kurtis-kraft,duke-nalon,true,false
1953,louis-chiron,osca,louis-chiron,true,false
1953,ma-walker,kurtis-kraft,andy-linden,true,false
1953,ma-walker,kurtis-kraft,duke-dinsmore,true,false
1953,ma-walker,kurtis-kraft,rodger-ward,true,false
1953,murrell-belanger,kurtis-kraft,cal-niday,true,false
1953,murrell-belanger,lesovsky,duane-carter,true,false
1953,officine-alfieri-maserati,maserati,felice-bonetto,true,false
1953,officine-alfieri-maserati,maserati,jose-froilan-gonzalez,true,false
1953,officine-alfieri-maserati,maserati,juan-manuel-fangio,true,false
1953,officine-alfieri-maserati,maserati,oscar-alfredo-galvez,true,false
1953,officine-alfieri-maserati,maserati,johnny-claes,true,false
1953,officine-alfieri-maserati,maserati,onofre-marimon,true,false
1953,officine-alfieri-maserati,maserati,hermann-lang,true,false
1953,officine-alfieri-maserati,maserati,luigi-musso,true,false
1953,officine-alfieri-maserati,maserati,sergio-mantovani,true,false
1953,osca-automobili,osca,elie-bayol,true,false
1953,oswald-karch,veritas,oswald-karch,true,false
1953,otto-adoph-stoye,kurtis-kraft,bill-holland,true,false
1953,pat-clancy,kurtis-kraft,jimmy-davies,true,false
1953,peter-schmidt,kurtis-kraft,pat-flaherty,true,false
1953,peter-schmidt,kuzma,manny-ayulo,true,false
1953,ray-crawford,kurtis-kraft,bill-holland,true,false
1953,ray-t-brady,kurtis-kraft,art-cross,true,false
1953,rennkollektiv-emw,emw,edgar-barth,true,false
1953,rj-chase,cooper,alan-brown,true,false
1953,rodney-nuckey,cooper,rodney-nuckey,true,false
1953,rotary-engineering-corp,stevens,andy-linden,true,false
1953,rrc-walker-racing-team,connaught,tony-rolt,true,false
1953,scuderia-ferrari,ferrari,alberto-ascari,true,false
1953,scuderia-ferrari,ferrari,luigi-villoresi,true,false
1953,scuderia-ferrari,ferrari,mike-hawthorn,true,false
1953,scuderia-ferrari,ferrari,nino-farina,true,false
1953,scuderia-ferrari,ferrari,piero-carini,true,false
1953,scuderia-ferrari,ferrari,umberto-maglioli,true,false
1953,scuderia-milano,maserati,chico-landi,true,false
1953,scuderia-milano,maserati,birabongse-bhanudej,true,false
1953,storey-ricketts,kurtis-kraft,cal-niday,true,false
1953,theo-helfrich,veritas,theo-helfrich,true,false
1953,tom-sarafoff,kurtis-kraft,duke-dinsmore,true,false
1953,tony-crook,cooper,tony-crook,true,false
1953,willi-heeks,veritas,willi-heeks,true,false
1953,william-lutes,kurtis-kraft,eddie-johnson,true,false
1953,wolfgang-seidel,veritas,wolfgang-seidel,true,false
1954,advance-muffler,bromme,danny-kladis,true,false
1954,advance-muffler,bromme,spider-webb,true,false
1954,andy-granatelli,kurtis-kraft,jim-rathmann,true,false
1954,bessie-lee-paoli,kurtis-kraft,art-cross,true,false
1954,bill-whitehouse,connaught,bill-whitehouse,true,false
1954,bob-estes,phillips,don-freeland,true,false
1954,bob-gerard,cooper,bob-gerard,true,false
1954,cars-inc,kurtis-kraft,bill-homeier,true,false
1954,chapman-s-root,kurtis-kraft,jerry-hoyt,true,false
1954,chapman-s-root,kurtis-kraft,jimmy-daywalt,true,false
1954,daimler-benz-ag,mercedes,hans-herrmann,true,false
1954,daimler-benz-ag,mercedes,juan-manuel-fangio,true,false
1954,daimler-benz-ag,mercedes,karl-kling,true,false
1954,daimler-benz-ag,mercedes,hermann-lang,true,false
1954,dean-van-lines-racing,kuzma,jimmy-bryan,true,false
1954,dr-rn-sabourin,pawl,eddie-johnson,true,false
1954,dr-rn-sabourin,pawl,rodger-ward,true,false
1954,ecurie-ecosse,connaught,leslie-thorne,true,false
1954,ecurie-francorchamps,ferrari,jacques-swaters,true,false
1954,ecurie-richmond,cooper,eric-brandon,true,false
1954,ecurie-richmond,cooper,rodney-nuckey,true,false
1954,ecurie-rosier,ferrari,louis-rosier,true,false
1954,ecurie-rosier,ferrari,maurice-trintignant,true,false
1954,ecurie-rosier,ferrari,robert-manzon,true,false
1954,ecurie-rosier,maserati,louis-rosier,true,false
1954,ed-stone,kurtis-kraft,george-fonder,true,false
1954,ed-walsh,kurtis-kraft,andy-linden,true,false
1954,ed-walsh,kurtis-kraft,art-cross,true,false
1954,ed-walsh,kurtis-kraft,jim-rathmann,true,false
1954,ed-walsh,kurtis-kraft,jimmy-davies,true,false
1954,ed-walsh,kurtis-kraft,johnnie-parsons,true,false
1954,ed-walsh,kurtis-kraft,pat-flaherty,true,false
1954,ed-walsh,kurtis-kraft,sam-hanks,true,false
1954,emmanuel-de-graffenried,maserati,emmanuel-de-graffenried,true,false
1954,emmanuel-de-graffenried,maserati,ottorino-volonterio,true,false
1954,emmett-malloy,pankratz,jimmy-reece,true,false
1954,equipe-gordini,gordini,elie-bayol,true,false
1954,equipe-gordini,gordini,jean-behra,true,false
1954,equipe-gordini,gordini,roger-loyer,true,false
1954,equipe-gordini,gordini,andre-pilette,true,false
1954,equipe-gordini,gordini,paul-frere,true,false
1954,equipe-gordini,gordini,jacques-pollet,true,false
1954,equipe-gordini,gordini,clemar-bucci,true,false
1954,equipe-gordini,gordini,fred-wacker,true,false
1954,equipe-moss,maserati,stirling-moss,true,false
1954,eugene-casaroll,kurtis-kraft,duane-carter,true,false
1954,eugene-casaroll,kurtis-kraft,jimmy-jackson,true,false
1954,eugene-casaroll,kurtis-kraft,marshall-teague,true,false
1954,eugene-casaroll,kurtis-kraft,tony-bettenhausen,true,false
1954,eugene-casaroll,kurtis-kraft,troy-ruttman,true,false
1954,federal-auto-associates,kurtis-kraft,larry-crockett,true,false
